bt.A.x START 1
[7l-dsk/total- ---paging-- ---load-avg--- ------memory-usage----- ---procs--- --io/total- ----swap--- ----system----
 read  writ|  in   out | 1m   5m  15m | used  buff  cach  free|run blk new| read  writ| used  free|     time     
   0     0 |   0     0 |1.36 3.00 3.16| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:58:07
   0     0 |   0     0 |1.36 3.00 3.16| 978M 62.2M  154M 61.8G|1.0   0   0|   0     0 |  16M  984M|23-03 05:58:08
   0     0 |   0     0 |1.36 3.00 3.16| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:58:09
   0     0 |   0     0 |1.36 3.00 3.16| 978M 62.2M  154M 61.8G|3.0   0   0|   0     0 |  16M  984M|23-03 05:58:10
   0  8192B|   0     0 |1.33 2.97 3.14| 978M 62.2M  154M 61.8G|2.0   0   0|   0  2.00 |  16M  984M|23-03 05:58:11
   0     0 |   0     0 |1.33 2.97 3.14| 978M 62.2M  154M 61.8G|3.0   0   0|   0     0 |  16M  984M|23-03 05:58:12
   0     0 |   0     0 |1.33 2.97 3.14| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:58:13
   0     0 |   0     0 |1.33 2.97 3.14| 978M 62.2M  154M 61.8G|3.0   0   0|   0     0 |  16M  984M|23-03 05:58:14
   0     0 |   0     0 |1.33 2.97 3.14| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:58:15
   0     0 |   0     0 |1.31 2.93 3.13| 978M 62.2M  154M 61.8G|3.0   0   0|   0     0 |  16M  984M|23-03 05:58:16
   0     0 |   0     0 |1.31 2.93 3.13| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:58:17
   0     0 |   0     0 |1.31 2.93 3.13| 978M 62.2M  154M 61.8G|3.0   0   0|   0     0 |  16M  984M|23-03 05:58:18
   0     0 |   0     0 |1.31 2.93 3.13| 978M 62.2M  154M 61.8G|1.0   0   0|   0     0 |  16M  984M|23-03 05:58:19
   0     0 |   0     0 |1.31 2.93 3.13| 978M 62.2M  154M 61.8G|1.0   0   0|   0     0 |  16M  984M|23-03 05:58:20
   0     0 |   0     0 |1.28 2.90 3.12| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:58:21
   0     0 |   0     0 |1.28 2.90 3.12| 978M 62.2M  154M 61.8G|3.0   0   0|   0     0 |  16M  984M|23-03 05:58:22
   0     0 |   0     0 |1.28 2.90 3.12| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:58:23
   0     0 |   0     0 |1.28 2.90 3.12| 978M 62.2M  154M 61.8G|3.0   0   0|   0     0 |  16M  984M|23-03 05:58:24
   0     0 |   0     0 |1.28 2.90 3.12| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:58:25
   0     0 |   0     0 |1.26 2.87 3.11| 978M 62.2M  154M 61.8G|3.0   0   0|   0     0 |  16M  984M|23-03 05:58:26
   0     0 |   0     0 |1.26 2.87 3.11| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:58:27
   0     0 |   0     0 |1.26 2.87 3.11| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:58:28
   0     0 |   0     0 |1.26 2.87 3.11| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:58:29
   0     0 |   0     0 |1.26 2.87 3.11| 978M 62.2M  154M 61.8G|3.0   0   0|   0     0 |  16M  984M|23-03 05:58:30
   0     0 |   0     0 |1.24 2.84 3.10| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:58:31
   0     0 |   0     0 |1.24 2.84 3.10| 978M 62.2M  154M 61.8G|1.0   0   0|   0     0 |  16M  984M|23-03 05:58:32
   0     0 |   0     0 |1.24 2.84 3.10| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:58:33
   0     0 |   0     0 |1.24 2.84 3.10| 978M 62.2M  154M 61.8G|3.0   0   0|   0     0 |  16M  984M|23-03 05:58:34
   0     0 |   0     0 |1.24 2.84 3.10| 978M 62.2M  154M 61.8G|1.0   0   0|   0     0 |  16M  984M|23-03 05:58:35
   0     0 |   0     0 |1.22 2.81 3.08| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:58:36
   0     0 |   0     0 |1.22 2.81 3.08| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:58:37
   0     0 |   0     0 |1.22 2.81 3.08| 978M 62.2M  154M 61.8G|3.0   0   0|   0     0 |  16M  984M|23-03 05:58:38
   0     0 |   0     0 |1.22 2.81 3.08| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:58:39
   0     0 |   0     0 |1.22 2.81 3.08| 978M 62.2M  154M 61.8G|3.0   0   0|   0     0 |  16M  984M|23-03 05:58:40
   0    12k|   0     0 |1.28 2.79 3.08| 978M 62.2M  154M 61.8G|2.0   0   0|   0  3.00 |  16M  984M|23-03 05:58:41
   0     0 |   0     0 |1.28 2.79 3.08| 978M 62.2M  154M 61.8G|1.0   0   0|   0     0 |  16M  984M|23-03 05:58:42
   0     0 |   0     0 |1.28 2.79 3.08| 978M 62.2M  154M 61.8G|1.0   0   0|   0     0 |  16M  984M|23-03 05:58:43
   0     0 |   0     0 |1.28 2.79 3.08| 978M 62.2M  154M 61.8G|1.0   0   0|   0     0 |  16M  984M|23-03 05:58:44
   0     0 |   0     0 |1.28 2.79 3.08| 978M 62.2M  154M 61.8G|1.0   0   0|   0     0 |  16M  984M|23-03 05:58:45
   0     0 |   0     0 |1.26 2.76 3.07| 978M 62.2M  154M 61.8G|1.0   0   0|   0     0 |  16M  984M|23-03 05:58:46
   0     0 |   0     0 |1.26 2.76 3.07| 978M 62.2M  154M 61.8G|1.0   0   0|   0     0 |  16M  984M|23-03 05:58:47
   0     0 |   0     0 |1.26 2.76 3.07| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:58:48
   0     0 |   0     0 |1.26 2.76 3.07| 978M 62.2M  154M 61.8G|1.0   0   0|   0     0 |  16M  984M|23-03 05:58:49
   0     0 |   0     0 |1.26 2.76 3.07| 978M 62.2M  154M 61.8G|1.0   0   0|   0     0 |  16M  984M|23-03 05:58:50
   0     0 |   0     0 |1.24 2.74 3.06| 978M 62.2M  154M 61.8G|1.0   0   0|   0     0 |  16M  984M|23-03 05:58:51
   0     0 |   0     0 |1.24 2.74 3.06| 978M 62.2M  154M 61.8G|1.0   0   0|   0     0 |  16M  984M|23-03 05:58:52
   0     0 |   0     0 |1.24 2.74 3.06| 978M 62.2M  154M 61.8G|1.0   0 1.0|   0     0 |  16M  984M|23-03 05:58:53
   0     0 |   0     0 |1.24 2.74 3.06| 978M 62.2M  154M 61.8G|1.0   0 1.0|   0     0 |  16M  984M|23-03 05:58:54
   0     0 |   0     0 |1.24 2.74 3.06| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:58:55
   0     0 |   0     0 |1.22 2.71 3.05| 978M 62.2M  154M 61.8G|1.0   0   0|   0     0 |  16M  984M|23-03 05:58:56
   0     0 |   0     0 |1.22 2.71 3.05| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:58:57
   0     0 |   0     0 |1.22 2.71 3.05| 978M 62.2M  154M 61.8G|3.0   0   0|   0     0 |  16M  984M|23-03 05:58:58
   0     0 |   0     0 |1.22 2.71 3.05| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:58:59
   0     0 |   0     0 |1.22 2.71 3.05| 978M 62.2M  154M 61.8G|3.0   0   0|   0     0 |  16M  984M|23-03 05:59:00
   0     0 |   0     0 |1.20 2.68 3.03| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:59:01
   0     0 |   0     0 |1.20 2.68 3.03| 978M 62.2M  154M 61.8G|3.0   0   0|   0     0 |  16M  984M|23-03 05:59:02
   0     0 |   0     0 |1.20 2.68 3.03| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:59:03
   0     0 |   0     0 |1.20 2.68 3.03| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:59:04
   0     0 |   0     0 |1.20 2.68 3.03| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:59:05
   0     0 |   0     0 |1.18 2.65 3.02| 978M 62.2M  154M 61.8G|3.0   0   0|   0     0 |  16M  984M|23-03 05:59:06
   0     0 |   0     0 |1.18 2.65 3.02| 978M 62.2M  154M 61.8G|1.0   0   0|   0     0 |  16M  984M|23-03 05:59:07
   0     0 |   0     0 |1.18 2.65 3.02| 978M 62.2M  154M 61.8G|1.0   0   0|   0     0 |  16M  984M|23-03 05:59:08
   0     0 |   0     0 |1.18 2.65 3.02| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:59:09
   0     0 |   0     0 |1.18 2.65 3.02| 978M 62.2M  154M 61.8G|3.0   0   0|   0     0 |  16M  984M|23-03 05:59:10
   0  4096B|   0     0 |1.17 2.62 3.01| 978M 62.2M  154M 61.8G|2.0   0   0|   0  1.00 |  16M  984M|23-03 05:59:11
   0     0 |   0     0 |1.17 2.62 3.01| 978M 62.2M  154M 61.8G|3.0   0   0|   0     0 |  16M  984M|23-03 05:59:12
   0     0 |   0     0 |1.17 2.62 3.01| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:59:13
   0     0 |   0     0 |1.17 2.62 3.01| 978M 62.2M  154M 61.8G|3.0   0   0|   0     0 |  16M  984M|23-03 05:59:14
   0     0 |   0     0 |1.17 2.62 3.01| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:59:15
   0     0 |   0     0 |1.16 2.59 3.00| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:59:16
   0     0 |   0     0 |1.16 2.59 3.00| 978M 62.2M  154M 61.8G|3.0   0   0|   0     0 |  16M  984M|23-03 05:59:17
   0     0 |   0     0 |1.16 2.59 3.00| 978M 62.2M  154M 61.8G|3.0   0   0|   0     0 |  16M  984M|23-03 05:59:18
   0     0 |   0     0 |1.16 2.59 3.00| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:59:19
   0     0 |   0     0 |1.16 2.59 3.00| 978M 62.2M  154M 61.8G|1.0   0   0|   0     0 |  16M  984M|23-03 05:59:20
   0     0 |   0     0 |1.14 2.57 2.99| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:59:21
   0     0 |   0     0 |1.14 2.57 2.99| 978M 62.2M  154M 61.8G|3.0   0   0|   0     0 |  16M  984M|23-03 05:59:22
   0     0 |   0     0 |1.14 2.57 2.99| 978M 62.2M  154M 61.8G|1.0   0   0|   0     0 |  16M  984M|23-03 05:59:23
   0     0 |   0     0 |1.14 2.57 2.99| 978M 62.2M  154M 61.8G|1.0   0   0|   0     0 |  16M  984M|23-03 05:59:24
   0     0 |   0     0 |1.14 2.57 2.99| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:59:25
   0     0 |   0     0 |1.13 2.54 2.98| 978M 62.2M  154M 61.8G|3.0   0   0|   0     0 |  16M  984M|23-03 05:59:26
   0     0 |   0     0 |1.13 2.54 2.98| 978M 62.2M  154M 61.8G|2.0   0   0|   0     0 |  16M  984M|23-03 05:59:27
   0     0 |   0     0 |1.13 2.54 2.98| 971M 62.2M  154M 61.9G|1.0   0 1.0|   0     0 |  16M  984M|23-03 05:59:28
   0     0 |   0     0 |1.13 2.54 2.98|1136M 62.2M  154M 61.7G|1.0   0   0|   0     0 |  16M  984M|23-03 05:59:29
   0     0 |   0     0 |1.13 2.54 2.98|1496M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:59:30
   0     0 |   0     0 |1.12 2.51 2.97|1496M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:59:31
   0     0 |   0     0 |1.12 2.51 2.97|1495M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:59:32
   0     0 |   0     0 |1.12 2.51 2.97|1495M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:59:33
   0     0 |   0     0 |1.12 2.51 2.97|1495M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:59:34
   0     0 |   0     0 |1.12 2.51 2.97|1495M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:59:35
   0     0 |   0     0 |1.11 2.49 2.96|1495M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:59:36
   0     0 |   0     0 |1.11 2.49 2.96|1495M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:59:37
   0     0 |   0     0 |1.11 2.49 2.96|1495M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:59:38
   0     0 |   0     0 |1.11 2.49 2.96|1495M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:59:39
   0     0 |   0     0 |1.11 2.49 2.96|1495M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:59:40
   0    12k|   0     0 |1.10 2.46 2.95|1495M 62.2M  154M 61.3G|2.0   0   0|   0  3.00 |  16M  984M|23-03 05:59:41
   0     0 |   0     0 |1.10 2.46 2.95|1495M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:59:42
   0     0 |   0     0 |1.10 2.46 2.95|1495M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:59:43
   0     0 |   0     0 |1.10 2.46 2.95|1495M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:59:44
   0     0 |   0     0 |1.10 2.46 2.95|1495M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:59:45
   0     0 |   0     0 |1.09 2.44 2.94|1495M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:59:46
   0     0 |   0     0 |1.09 2.44 2.94|1495M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:59:47
   0     0 |   0     0 |1.09 2.44 2.94|1495M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:59:48
   0     0 |   0     0 |1.09 2.44 2.94|1495M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:59:49
   0     0 |   0     0 |1.09 2.44 2.94|1495M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:59:50
   0     0 |   0     0 |1.08 2.42 2.92|1495M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:59:51
   0     0 |   0     0 |1.08 2.42 2.92|1495M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:59:52
   0     0 |   0     0 |1.08 2.42 2.92|1495M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:59:53
   0     0 |   0     0 |1.08 2.42 2.92|1495M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 05:59:54
   0     0 |   0     0 |1.08 2.42 2.92|1495M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:59:55
   0     0 |   0     0 |1.08 2.39 2.91|1495M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 05:59:56
   0     0 |   0     0 |1.08 2.39 2.91|1495M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:59:57
   0     0 |   0     0 |1.08 2.39 2.91|1495M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:59:58
   0     0 |   0     0 |1.08 2.39 2.91|1495M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 05:59:59
   0     0 |   0     0 |1.08 2.39 2.91|1495M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:00:00
   0    44k|   0     0 |1.15 2.39 2.91|1495M 62.2M  154M 61.3G|2.0   0 2.0|   0  11.0 |  16M  984M|23-03 06:00:01
   0     0 |   0     0 |1.15 2.39 2.91|1496M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:00:02
   0     0 |   0     0 |1.15 2.39 2.91|1496M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:00:03
   0     0 |   0     0 |1.15 2.39 2.91|1496M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:00:04
   0     0 |   0     0 |1.15 2.39 2.91|1496M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:00:05
   0     0 |   0     0 |1.14 2.36 2.90|1496M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:00:06
   0     0 |   0     0 |1.14 2.36 2.90|1496M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:00:07
   0     0 |   0     0 |1.14 2.36 2.90|1495M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:00:08
   0     0 |   0     0 |1.14 2.36 2.90|1495M 62.2M  154M 61.3G|2.0   0 1.0|   0     0 |  16M  984M|23-03 06:00:09
   0     0 |   0     0 |1.14 2.36 2.90|1495M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:00:10
   0    24k|   0     0 |1.13 2.34 2.89|1495M 62.2M  154M 61.3G|1.0   0   0|   0  6.00 |  16M  984M|23-03 06:00:11
   0     0 |   0     0 |1.13 2.34 2.89|1495M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:00:12
   0     0 |   0     0 |1.13 2.34 2.89|1495M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:00:13
   0     0 |   0     0 |1.13 2.34 2.89|1495M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:00:14
   0     0 |   0     0 |1.13 2.34 2.89|1495M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:00:15
   0     0 |   0     0 |1.12 2.32 2.88|1495M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:00:16
   0     0 |   0     0 |1.12 2.32 2.88|1495M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:00:17
   0     0 |   0     0 |1.12 2.32 2.88|1495M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:00:18
   0     0 |   0     0 |1.12 2.32 2.88|1495M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:00:19
   0     0 |   0     0 |1.12 2.32 2.88|1495M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:00:20
   0     0 |   0     0 |1.11 2.29 2.87|1495M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:00:21
   0     0 |   0     0 |1.11 2.29 2.87|1495M 62.2M  154M 61.3G|2.0   0 1.0|   0     0 |  16M  984M|23-03 06:00:22
   0     0 |   0     0 |1.11 2.29 2.87|1495M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:00:23
   0     0 |   0     0 |1.11 2.29 2.87|1495M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:00:24
   0     0 |   0     0 |1.11 2.29 2.87|1495M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:00:25
   0     0 |   0     0 |1.10 2.27 2.86|1495M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:00:26
   0     0 |   0     0 |1.10 2.27 2.86|1495M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:00:27
   0     0 |   0     0 |1.10 2.27 2.86|1495M 62.2M  154M 61.3G|2.0   0 1.0|   0     0 |  16M  984M|23-03 06:00:28
   0     0 |   0     0 |1.10 2.27 2.86|1495M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:00:29
   0     0 |   0     0 |1.10 2.27 2.86|1495M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:00:30
   0     0 |   0     0 |1.09 2.25 2.85|1495M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:00:31
   0     0 |   0     0 |1.09 2.25 2.85|1495M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:00:32
   0     0 |   0     0 |1.09 2.25 2.85|1496M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:00:33
   0     0 |   0     0 |1.09 2.25 2.85|1496M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:00:34
   0     0 |   0     0 |1.09 2.25 2.85|1496M 62.2M  154M 61.3G|2.0   0 1.0|   0     0 |  16M  984M|23-03 06:00:35
   0     0 |   0     0 |1.08 2.23 2.84|1496M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:00:36
   0     0 |   0     0 |1.08 2.23 2.84|1496M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:00:37
   0     0 |   0     0 |1.08 2.23 2.84|1496M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:00:38
   0     0 |   0     0 |1.08 2.23 2.84|1496M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:00:39
   0     0 |   0     0 |1.08 2.23 2.84|1496M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:00:40
   0    12k|   0     0 |1.08 2.21 2.83|1496M 62.2M  154M 61.3G|2.0   0   0|   0  3.00 |  16M  984M|23-03 06:00:41
   0     0 |   0     0 |1.08 2.21 2.83|1496M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:00:42
   0     0 |   0     0 |1.08 2.21 2.83|1496M 62.2M  154M 61.3G|1.0   0 1.0|   0     0 |  16M  984M|23-03 06:00:43
   0     0 |   0     0 |1.08 2.21 2.83|1495M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:00:44
   0     0 |   0     0 |1.08 2.21 2.83|1495M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:00:45
   0     0 |   0     0 |1.07 2.19 2.82|1495M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:00:46
   0     0 |   0     0 |1.07 2.19 2.82|1495M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:00:47
   0     0 |   0     0 |1.07 2.19 2.82|1495M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:00:48
   0     0 |   0     0 |1.07 2.19 2.82|1495M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:00:49
   0     0 |   0     0 |1.07 2.19 2.82|1495M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:00:50
   0     0 |   0     0 |1.06 2.17 2.81|1495M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:00:51
   0     0 |   0     0 |1.06 2.17 2.81|1495M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:00:52
   0     0 |   0     0 |1.06 2.17 2.81|1495M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:00:53
   0     0 |   0     0 |1.06 2.17 2.81|1495M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:00:54
   0    12k|   0     0 |1.06 2.17 2.81|1495M 62.2M  154M 61.3G|2.0   0   0|   0  3.00 |  16M  984M|23-03 06:00:55
   0     0 |   0     0 |1.06 2.15 2.80|1496M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:00:56
   0     0 |   0     0 |1.06 2.15 2.80|1496M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:00:57
   0     0 |   0     0 |1.06 2.15 2.80|1495M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:00:58
   0     0 |   0     0 |1.06 2.15 2.80|1495M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:00:59
   0     0 |   0     0 |1.06 2.15 2.80|1495M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:01:00
   0     0 |   0     0 |1.05 2.13 2.79|1496M 62.2M  154M 61.3G|1.0   0  30|   0     0 |  16M  984M|23-03 06:01:01
   0     0 |   0     0 |1.05 2.13 2.79|1496M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:01:02
   0     0 |   0     0 |1.05 2.13 2.79|1497M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:01:03
   0     0 |   0     0 |1.05 2.13 2.79|1497M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:01:04
   0     0 |   0     0 |1.05 2.13 2.79|1497M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:01:05
   0     0 |   0     0 |1.05 2.11 2.78|1497M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:01:06
   0    16k|   0     0 |1.05 2.11 2.78|1497M 62.2M  154M 61.3G|1.0   0   0|   0  4.00 |  16M  984M|23-03 06:01:07
   0     0 |   0     0 |1.05 2.11 2.78|1497M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:01:08
   0     0 |   0     0 |1.05 2.11 2.78|1497M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:01:09
   0     0 |   0     0 |1.05 2.11 2.78|1496M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:01:10
   0    12k|   0     0 |1.05 2.09 2.77|1496M 62.2M  154M 61.3G|2.0   0   0|   0  3.00 |  16M  984M|23-03 06:01:11
   0     0 |   0     0 |1.05 2.09 2.77|1496M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:01:12
   0     0 |   0     0 |1.05 2.09 2.77|1496M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:01:13
   0     0 |   0     0 |1.05 2.09 2.77|1496M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:01:14
   0     0 |   0     0 |1.05 2.09 2.77|1496M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:01:15
   0     0 |   0     0 |1.04 2.07 2.76|1496M 62.2M  154M 61.3G|1.0   0   0|   0     0 |  16M  984M|23-03 06:01:16
   0     0 |   0     0 |1.04 2.07 2.76|1496M 62.2M  154M 61.3G|2.0   0   0|   0     0 |  16M  984M|23-03 06:01:17
   0     0 |   0     0 |1.04 2.07 2.76|1496M 62.2M  154M 61.3G|3.0   0   0|   0     0 |  16M  984M|23-03 06:01:18
