bt.A.x START 1
[7l-dsk/total- ---paging-- ---load-avg--- ------memory-usage----- ---procs--- --io/total- ----swap--- ----system----
 read  writ|  in   out | 1m   5m  15m | used  buff  cach  free|run blk new| read  writ| used  free|     time     
   0     0 |   0     0 |10.8 11.5 7.33|2831M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:49
   0     0 |   0     0 |10.8 11.5 7.33|2831M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:50
   0     0 |   0     0 |10.8 11.5 7.33|2831M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:51
   0     0 |   0     0 |10.4 11.4 7.32|2831M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:52
   0     0 |   0     0 |10.4 11.4 7.32|2832M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:53
   0     0 |   0     0 |10.4 11.4 7.32|2832M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:54
   0     0 |   0     0 |10.4 11.4 7.32|2832M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:55
   0     0 |   0     0 |10.4 11.4 7.32|2832M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:56
   0     0 |   0     0 |9.93 11.3 7.31|2831M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:57
   0     0 |   0     0 |9.93 11.3 7.31|2831M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:58
   0     0 |   0     0 |9.93 11.3 7.31|2831M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:14:59
   0     0 |   0     0 |9.93 11.3 7.31|2831M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:00
   0     0 |   0     0 |9.93 11.3 7.31|2831M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:01
   0     0 |   0     0 |9.53 11.2 7.29|2831M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:02
   0     0 |   0     0 |9.53 11.2 7.29|2831M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:03
   0     0 |   0     0 |9.53 11.2 7.29|2831M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:04
   0     0 |   0     0 |9.53 11.2 7.29|2831M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:05
   0     0 |   0     0 |9.53 11.2 7.29|2831M 65.0M  315M 59.9G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:06
   0  4096B|   0     0 |9.17 11.1 7.28|2831M 65.0M  315M 59.9G|5.0   0   0|   0  1.00 |  16M  984M|23-03 07:15:07
   0     0 |   0     0 |9.17 11.1 7.28|1171M 65.0M  305M 61.5G|4.0   0  10|   0     0 |  16M  984M|23-03 07:15:08
   0     0 |   0     0 |9.17 11.1 7.28|1962M 65.0M  309M 60.7G|5.0   0 5.0|   0     0 |  16M  984M|23-03 07:15:09
   0     0 |   0     0 |9.17 11.1 7.28|1964M 65.0M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:10
   0     0 |   0     0 |9.17 11.1 7.28|1964M 65.0M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:11
   0     0 |   0     0 |8.84 11.0 7.27|1965M 65.0M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:12
   0     0 |   0     0 |8.84 11.0 7.27|1966M 65.0M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:13
   0   136k|   0     0 |8.84 11.0 7.27|1965M 65.0M  311M 60.7G|5.0   0   0|   0  34.0 |  16M  984M|23-03 07:15:14
   0     0 |   0     0 |8.84 11.0 7.27|1965M 65.0M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:15
   0     0 |   0     0 |8.84 11.0 7.27|1965M 65.0M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:16
   0    32k|   0     0 |8.53 10.9 7.26|1965M 65.0M  311M 60.7G|5.0   0   0|   0  8.00 |  16M  984M|23-03 07:15:17
   0     0 |   0     0 |8.53 10.9 7.26|1965M 65.0M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:18
   0     0 |   0     0 |8.53 10.9 7.26|1966M 65.0M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:19
   0     0 |   0     0 |8.53 10.9 7.26|1964M 65.0M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:20
   0     0 |   0     0 |8.53 10.9 7.26|1965M 65.0M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:21
   0     0 |   0     0 |8.25 10.8 7.24|1964M 65.0M  311M 60.7G|5.0   0 1.0|   0     0 |  16M  984M|23-03 07:15:22
   0     0 |   0     0 |8.25 10.8 7.24|1964M 65.0M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:23
   0     0 |   0     0 |8.25 10.8 7.24|1964M 65.0M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:24
   0    12k|   0     0 |8.25 10.8 7.24|1965M 65.0M  311M 60.7G|5.0   0   0|   0  3.00 |  16M  984M|23-03 07:15:25
   0     0 |   0     0 |8.25 10.8 7.24|1964M 65.0M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:26
   0     0 |   0     0 |7.99 10.7 7.23|1964M 65.0M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:27
   0     0 |   0     0 |7.99 10.7 7.23|1964M 65.0M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:28
   0     0 |   0     0 |7.99 10.7 7.23|1962M 65.0M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:29
   0     0 |   0     0 |7.99 10.7 7.23|1965M 65.0M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:30
   0    12k|   0     0 |7.99 10.7 7.23|1965M 65.1M  311M 60.7G|5.0   0   0|   0  3.00 |  16M  984M|23-03 07:15:31
   0     0 |   0     0 |7.75 10.6 7.22|1965M 65.1M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:32
   0     0 |   0     0 |7.75 10.6 7.22|1963M 65.1M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:33
   0     0 |   0     0 |7.75 10.6 7.22|1965M 65.1M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:34
   0     0 |   0     0 |7.75 10.6 7.22|1963M 65.1M  311M 60.7G|5.0   0 1.0|   0     0 |  16M  984M|23-03 07:15:35
   0     0 |   0     0 |7.75 10.6 7.22|1965M 65.1M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:36
   0     0 |   0     0 |7.53 10.5 7.21|1965M 65.1M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:37
   0    12k|   0     0 |7.53 10.5 7.21|1964M 65.1M  311M 60.7G|5.0   0   0|   0  3.00 |  16M  984M|23-03 07:15:38
   0     0 |   0     0 |7.53 10.5 7.21|1964M 65.1M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:39
   0     0 |   0     0 |7.53 10.5 7.21|1964M 65.1M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:40
   0     0 |   0     0 |7.53 10.5 7.21|1965M 65.1M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:41
   0  2204k|   0     0 |7.32 10.4 7.19|1963M 65.1M  311M 60.7G|5.0   0   0|   0   199 |  16M  984M|23-03 07:15:42
   0     0 |   0     0 |7.32 10.4 7.19|1963M 65.1M  311M 60.7G|5.0   0 1.0|   0     0 |  16M  984M|23-03 07:15:43
   0     0 |   0     0 |7.32 10.4 7.19|1965M 65.1M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:44
   0     0 |   0     0 |7.32 10.4 7.19|1965M 65.1M  311M 60.7G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:45
   0    24k|   0     0 |7.32 10.4 7.19|1965M 65.1M  311M 60.7G|5.0   0   0|   0  6.00 |  16M  984M|23-03 07:15:46
   0  1144k|   0     0 |7.14 10.3 7.18|2092M 65.1M  312M 60.6G|5.0   0 1.0|   0  68.0 |  16M  984M|23-03 07:15:47
   0     0 |   0     0 |7.14 10.3 7.18|2094M 65.1M  312M 60.6G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:48
   0     0 |   0     0 |7.14 10.3 7.18|2092M 65.1M  312M 60.6G|6.0   0   0|   0     0 |  16M  984M|23-03 07:15:49
   0     0 |   0     0 |7.14 10.3 7.18|2092M 65.1M  312M 60.6G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:50
   0     0 |   0     0 |7.14 10.3 7.18|2093M 65.1M  312M 60.6G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:51
   0     0 |   0     0 |6.97 10.2 7.17|2093M 65.1M  312M 60.6G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:52
   0    12k|   0     0 |6.97 10.2 7.17|2092M 65.1M  312M 60.6G|6.0   0   0|   0  3.00 |  16M  984M|23-03 07:15:53
   0     0 |   0     0 |6.97 10.2 7.17|2093M 65.1M  312M 60.6G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:54
   0    12k|   0     0 |6.97 10.2 7.17|2091M 65.1M  312M 60.6G|5.0   0   0|   0  3.00 |  16M  984M|23-03 07:15:55
   0     0 |   0     0 |6.97 10.2 7.17|2092M 65.1M  312M 60.6G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:56
   0     0 |   0     0 |6.81 10.2 7.16|2307M 65.1M  312M 60.4G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:57
   0     0 |   0     0 |6.81 10.2 7.16|2513M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:15:58
   0    12k|   0     0 |6.81 10.2 7.16|2512M 65.1M  312M 60.2G|5.0   0   0|   0  3.00 |  16M  984M|23-03 07:15:59
   0     0 |   0     0 |6.81 10.2 7.16|2513M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:00
   0     0 |   0     0 |6.81 10.2 7.16|2513M 65.1M  312M 60.2G|6.0   0   0|   0     0 |  16M  984M|23-03 07:16:01
   0     0 |   0     0 |6.66 10.1 7.15|2513M 65.1M  312M 60.2G|6.0   0   0|   0     0 |  16M  984M|23-03 07:16:02
   0     0 |   0     0 |6.66 10.1 7.15|2513M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:03
   0     0 |   0     0 |6.66 10.1 7.15|2512M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:04
   0     0 |   0     0 |6.66 10.1 7.15|2512M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:05
   0    12k|   0     0 |6.66 10.1 7.15|2514M 65.1M  312M 60.2G|5.0   0   0|   0  3.00 |  16M  984M|23-03 07:16:06
   0     0 |   0     0 |6.53 9.98 7.13|2512M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:07
   0     0 |   0     0 |6.53 9.98 7.13|2513M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:08
   0     0 |   0     0 |6.53 9.98 7.13|2514M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:09
   0     0 |   0     0 |6.53 9.98 7.13|2514M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:10
   0     0 |   0     0 |6.53 9.98 7.13|2513M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:11
   0     0 |   0     0 |6.41 9.90 7.12|2514M 65.1M  312M 60.2G|2.0 3.0   0|   0     0 |  16M  984M|23-03 07:16:12
   0  1096k|   0     0 |6.41 9.90 7.12|2513M 65.1M  312M 60.2G|5.0   0   0|   0  45.0 |  16M  984M|23-03 07:16:13
   0     0 |   0     0 |6.41 9.90 7.12|2513M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:14
   0     0 |   0     0 |6.41 9.90 7.12|2513M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:15
   0     0 |   0     0 |6.41 9.90 7.12|2513M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:16
   0    32k|   0     0 |6.29 9.82 7.11|2513M 65.1M  312M 60.2G|5.0   0   0|   0  8.00 |  16M  984M|23-03 07:16:17
   0     0 |   0     0 |6.29 9.82 7.11|2513M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:18
   0     0 |   0     0 |6.29 9.82 7.11|2513M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:19
   0     0 |   0     0 |6.29 9.82 7.11|2513M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:20
   0     0 |   0     0 |6.29 9.82 7.11|2514M 65.1M  312M 60.2G|5.0   0 1.0|   0     0 |  16M  984M|23-03 07:16:21
   0     0 |   0     0 |6.19 9.74 7.10|2513M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:22
   0    12k|   0     0 |6.19 9.74 7.10|2512M 65.1M  312M 60.2G|5.0   0   0|   0  3.00 |  16M  984M|23-03 07:16:23
   0     0 |   0     0 |6.19 9.74 7.10|2513M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:24
   0     0 |   0     0 |6.19 9.74 7.10|2513M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:25
   0     0 |   0     0 |6.19 9.74 7.10|2513M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:26
   0     0 |   0     0 |6.10 9.66 7.09|2512M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:27
   0     0 |   0     0 |6.10 9.66 7.09|2513M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:28
   0    12k|   0     0 |6.10 9.66 7.09|2512M 65.1M  312M 60.2G|5.0   0   0|   0  3.00 |  16M  984M|23-03 07:16:29
   0     0 |   0     0 |6.10 9.66 7.09|2512M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:30
   0     0 |   0     0 |6.10 9.66 7.09|2512M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:31
   0     0 |   0     0 |6.01 9.58 7.08|2513M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:32
   0     0 |   0     0 |6.01 9.58 7.08|2513M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:33
   0     0 |   0     0 |6.01 9.58 7.08|2512M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:34
   0    12k|   0     0 |6.01 9.58 7.08|2513M 65.1M  312M 60.2G|5.0   0   0|   0  3.00 |  16M  984M|23-03 07:16:35
   0     0 |   0     0 |6.01 9.58 7.08|2514M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:36
   0     0 |   0     0 |5.93 9.50 7.07|2513M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:37
   0     0 |   0     0 |5.93 9.50 7.07|2513M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:38
   0     0 |   0     0 |5.93 9.50 7.07|2512M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:39
   0     0 |   0     0 |5.93 9.50 7.07|2513M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:40
   0     0 |   0     0 |5.93 9.50 7.07|2513M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:41
   0     0 |   0     0 |5.85 9.43 7.05|2512M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:42
   0  1096k|   0     0 |5.85 9.43 7.05|2514M 65.1M  312M 60.2G|5.0   0   0|   0  45.0 |  16M  984M|23-03 07:16:43
   0    12k|   0     0 |5.85 9.43 7.05|2514M 65.1M  312M 60.2G|5.0   0   0|   0  3.00 |  16M  984M|23-03 07:16:44
   0     0 |   0     0 |5.85 9.43 7.05|2513M 65.1M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:45
   0    12k|   0     0 |5.85 9.43 7.05|2512M 65.2M  312M 60.2G|5.0   0   0|   0  3.00 |  16M  984M|23-03 07:16:46
   0     0 |   0     0 |5.78 9.35 7.04|2512M 65.2M  312M 60.2G|5.0   0 1.0|   0     0 |  16M  984M|23-03 07:16:47
   0     0 |   0     0 |5.78 9.35 7.04|2513M 65.2M  312M 60.2G|6.0   0   0|   0     0 |  16M  984M|23-03 07:16:48
   0     0 |   0     0 |5.78 9.35 7.04|2514M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:49
   0    12k|   0     0 |5.78 9.35 7.04|2513M 65.2M  312M 60.2G|5.0   0   0|   0  3.00 |  16M  984M|23-03 07:16:50
   0     0 |   0     0 |5.78 9.35 7.04|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:51
   0     0 |   0     0 |5.72 9.28 7.03|2514M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:52
   0     0 |   0     0 |5.72 9.28 7.03|2512M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:53
   0     0 |   0     0 |5.72 9.28 7.03|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:54
   0     0 |   0     0 |5.72 9.28 7.03|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:55
   0    12k|   0     0 |5.72 9.28 7.03|2513M 65.2M  312M 60.2G|5.0   0   0|   0  3.00 |  16M  984M|23-03 07:16:56
   0     0 |   0     0 |5.66 9.21 7.02|2511M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:57
   0     0 |   0     0 |5.66 9.21 7.02|2512M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:58
   0     0 |   0     0 |5.66 9.21 7.02|2514M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:16:59
   0     0 |   0     0 |5.66 9.21 7.02|2512M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:00
   0     0 |   0     0 |5.66 9.21 7.02|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:01
   0     0 |   0     0 |5.61 9.14 7.01|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:02
   0    12k|   0     0 |5.61 9.14 7.01|2513M 65.2M  312M 60.2G|5.0   0   0|   0  3.00 |  16M  984M|23-03 07:17:03
   0     0 |   0     0 |5.61 9.14 7.01|2512M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:04
   0     0 |   0     0 |5.61 9.14 7.01|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:05
   0     0 |   0     0 |5.61 9.14 7.01|2512M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:06
   0     0 |   0     0 |5.56 9.07 7.00|2512M 65.2M  312M 60.2G|6.0   0   0|   0     0 |  16M  984M|23-03 07:17:07
   0     0 |   0     0 |5.56 9.07 7.00|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:08
   0     0 |   0     0 |5.56 9.07 7.00|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:09
   0     0 |   0     0 |5.56 9.07 7.00|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:10
   0     0 |   0     0 |5.56 9.07 7.00|2511M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:11
   0  1108k|   0     0 |5.52 9.00 6.99|2512M 65.2M  312M 60.2G|5.0   0   0|   0  22.0 |  16M  984M|23-03 07:17:12
   0     0 |   0     0 |5.52 9.00 6.99|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:13
   0     0 |   0     0 |5.52 9.00 6.99|2514M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:14
   0     0 |   0     0 |5.52 9.00 6.99|2512M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:15
   0     0 |   0     0 |5.52 9.00 6.99|2512M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:16
   0     0 |   0     0 |5.47 8.94 6.98|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:17
   0    16k|   0     0 |5.47 8.94 6.98|2513M 65.2M  312M 60.2G|5.0   0   0|   0  4.00 |  16M  984M|23-03 07:17:18
   0     0 |   0     0 |5.47 8.94 6.98|2512M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:19
   0     0 |   0     0 |5.47 8.94 6.98|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:20
   0     0 |   0     0 |5.47 8.94 6.98|2512M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:21
   0     0 |   0     0 |5.44 8.87 6.97|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:22
   0     0 |   0     0 |5.44 8.87 6.97|2512M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:23
   0     0 |   0     0 |5.44 8.87 6.97|2512M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:24
   0    12k|   0     0 |5.44 8.87 6.97|2513M 65.2M  312M 60.2G|5.0   0   0|   0  3.00 |  16M  984M|23-03 07:17:25
   0     0 |   0     0 |5.44 8.87 6.97|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:26
   0     0 |   0     0 |5.40 8.81 6.95|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:27
   0     0 |   0     0 |5.40 8.81 6.95|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:28
   0     0 |   0     0 |5.40 8.81 6.95|2512M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:29
   0     0 |   0     0 |5.40 8.81 6.95|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:30
   0    12k|   0     0 |5.40 8.81 6.95|2512M 65.2M  312M 60.2G|5.0   0   0|   0  3.00 |  16M  984M|23-03 07:17:31
   0     0 |   0     0 |5.37 8.74 6.94|2512M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:32
   0     0 |   0     0 |5.37 8.74 6.94|2512M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:33
   0     0 |   0     0 |5.37 8.74 6.94|2512M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:34
   0     0 |   0     0 |5.37 8.74 6.94|2512M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:35
   0     0 |   0     0 |5.37 8.74 6.94|2512M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:36
   0    16k|   0     0 |5.34 8.68 6.93|2513M 65.2M  312M 60.2G|5.0   0   0|   0  4.00 |  16M  984M|23-03 07:17:37
   0     0 |   0     0 |5.34 8.68 6.93|2514M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:38
   0     0 |   0     0 |5.34 8.68 6.93|2512M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:39
   0     0 |   0     0 |5.34 8.68 6.93|2514M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:40
   0     0 |   0     0 |5.34 8.68 6.93|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:41
   0     0 |   0     0 |5.31 8.62 6.92|2514M 65.2M  312M 60.2G|4.0 1.0   0|   0     0 |  16M  984M|23-03 07:17:42
   0  1096k|   0     0 |5.31 8.62 6.92|2512M 65.2M  312M 60.2G|5.0   0   0|   0  45.0 |  16M  984M|23-03 07:17:43
   0     0 |   0     0 |5.31 8.62 6.92|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:44
   0     0 |   0     0 |5.31 8.62 6.92|2512M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:45
   0    12k|   0     0 |5.31 8.62 6.92|2513M 65.2M  312M 60.2G|5.0   0   0|   0  3.00 |  16M  984M|23-03 07:17:46
   0     0 |   0     0 |5.29 8.56 6.91|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:47
   0    12k|   0     0 |5.29 8.56 6.91|2513M 65.2M  312M 60.2G|5.0   0   0|   0  3.00 |  16M  984M|23-03 07:17:48
   0     0 |   0     0 |5.29 8.56 6.91|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:49
   0     0 |   0     0 |5.29 8.56 6.91|2511M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:50
   0     0 |   0     0 |5.29 8.56 6.91|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:51
   0     0 |   0     0 |5.26 8.50 6.90|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:52
   0     0 |   0     0 |5.26 8.50 6.90|2512M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:53
   0     0 |   0     0 |5.26 8.50 6.90|2512M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:54
   0    12k|   0     0 |5.26 8.50 6.90|2513M 65.2M  312M 60.2G|5.0   0   0|   0  3.00 |  16M  984M|23-03 07:17:55
   0     0 |   0     0 |5.26 8.50 6.90|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:56
   0     0 |   0     0 |5.24 8.44 6.89|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:57
   0     0 |   0     0 |5.24 8.44 6.89|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:58
   0     0 |   0     0 |5.24 8.44 6.89|2513M 65.2M  312M 60.2G|5.0   0   0|   0     0 |  16M  984M|23-03 07:17:59
